Query,Passage,Method,Judge_1,Judge_2,Judge_3,Final
jolly-llb-2-cast-member-saurabh-shukla.txt,"...  Jolly LLB:   Intro | gross = }}Jolly LLB is a 2013 Indian Hindi-language courtroom  black comedy-drama film, written and directed by Subhash Kapoor.  The film stars Arshad Warsi, Boman Irani and Amrita Rao in the lead roles.  The theatrical trailer was revealed on 8 January 2013.  Released on 15 March 2013, the film revolves around the early life of lawyer Jagdish Tyagi a. k. a.  Jolly  and focuses on his attempt to earn six innocent wage earners their rights and his journey against the monopolistic behavior of the rich and judicial corruption  ....",baseline_with_expansion,partial,relevant,non-relevant,non-relevant
jolly-llb-2-cast-member-saurabh-shukla.txt,"...The storyline is inspired by the 1999 hit-and-run case of Sanjeev Nanda and a minor reference to Priyadarshini Mattoo case.  It is the first installment of Jolly LLB The film won the National Film Award for Best Feature Film in Hindi, while Saurabh Shukla won the National Film Award for Best Supporting Actor.  The film has been remade as Manithan  ....",baseline_with_expansion,relevant,relevant,non-relevant,relevant
jolly-llb-2-cast-member-saurabh-shukla.txt,"...The storyline is inspired by the 1999 hit-and-run case of Sanjeev Nanda and a minor reference to Priyadarshini Mattoo case.  It is the first installment of Jolly LLB The film won the National Film Award for Best Feature Film in Hindi, while Saurabh Shukla won the National Film Award for Best Supporting Actor.  The film has been remade as Manithan  ....",baseline,relevant,relevant,relevant,relevant
jolly-llb-2-cast-member-saurabh-shukla.txt,"...  Jolly LLB 2:   Intro 30 crore | gross = 197. 25 crore }}The State vs Jolly LL. B 2, known also as Jolly LL. B 2, is a 2017 Indian black comedy film, written and directed by Subhash Kapoor.  A sequel to the 2013 film Jolly LLB, and the second installment of Jolly LLB .  The film stars Akshay Kumar, Huma Qureshi  , Saurabh Shukla and Annu Kapoor in lead roles.  A courtroom drama which satirizes the notion of the Indian legal system, the story follows Jagdishwar Mishra , a lawyer who fights a case against the ruthless and powerful lawyer Pramod Mathur . Plot Jagdishwar Mishra a....",baseline_with_expansion,relevant,relevant,relevant,relevant
jolly-llb-2-cast-member-saurabh-shukla.txt,"...  Jolly LLB 2:    Intro:  25 crore }}The State vs Jolly LL. B 2, known also as Jolly LL. B 2, is a 2017 Indian black comedy film, written and directed by Subhash Kapoor.  A sequel to the 2013 film Jolly LLB, and the second installment of Jolly LLB .  The film stars Akshay Kumar, Huma Qureshi  , Saurabh Shukla and Annu Kapoor in lead roles....",proposed,relevant,relevant,relevant,relevant
hugh-jackman-award-received-primetime-emmy-award.txt,"...  Denise Faye:    Projects:  Magic Horn - Broadway Musical in Development: Director/Producer - current Chers Dressed to Kill tour - current Martha Davis and the Motels - Video: Director - current Steve Wynn birthday extravaganza starring Hugh Jackmans - 2014 Fred and Adele Astaire Awards - Choreographed ""All That Jazz"" featuring Catherine Zeta-Jones - 2013 Were the Millers - Film: Choreographed Jennifer Anistons strip tease, Rawson Marshall Thurber director - 2013 Kirstie - TV: Choreographer - Kirstie Alley and Michael Richards - 2013 The Academy Awards - TV: Restaged/Choreographed All That Jazz featuring Catherine Zeta-Jones - 2013 My Week with Marilyn - Film: Choreographed and Directed Michelle Williams musical numbers - 2011 Pirates of the Caribbean 4 - Film: Associate Choreographer, Rob Marshall director, John DeLuca choreographer - Johnny Depp, Penélope Cruz - 2011 Burlesque - Film: Choreographer, Steven Antin director - Cher, Christina Aguilera - 2010 The American Music Awards - TV: Director/Choreographer of Musical Segment - 2010 X Factor UK-series finale - TV: Director/Choreographer of Musical Segment - 2010 Dancing with the Stars - TV: Director/Choreographer of Musical Segment - 2010 Castle: Choreographer - 2011 Saving Grace - TV: Choreographer - Holly Hunter - 2009 Nine - Film: Associate Choreographer, Rob Marshall director/co-choreographer with John DeLuca - Daniel Day-Lewis, Nicole Kidman, Marianne Cotilliard, Penélope Cruz - 2009 The 59th Primetime Emmy Awards - TV: Associate Choreographer, Rob Marshall/John DeLuca choreographer - 2007 Tony Bennett: An American Classic - TV: Associate Choreographer, Rob Marshall director/co-choreographer with John DeLuca - Tony Bennett, Barbra Streisand, Christina Aguilera - 2006 Memoirs of a Geisha - Film: Associate Choreographer, Rob Marshall director, John DeLuca choreographer - Gong Li, Zhang Ziyi - 2005 Stuart Little Three - Video: Choreographer - 2005 The 75th Annual Academy Awards - TV: Associate Choreographer, Rob Marshall/John DeLuca choreographers - 2003 Chicago - Film: Associate Choreographer, Rob Marshall director/choreographer - Renee Zellweger, Richard Gere, Catherine Zeta-Jones - 2002 Annie - Disney TV Movie: Associate Choreographer, Rob Marshall director/choreographer - Alan Cumming, Kristin Chenoweth, Victor Garber - 1999 ...",proposed,relevant,relevant,relevant,relevant
hugh-jackman-award-received-primetime-emmy-award.txt,"...The show centers around Dr.  Gregory House  , a drug-addicted, unconventional, misanthropic medical genius who leads a team of diagnosticians  at the fictional hospital in New Jersey.  Throughout its run, the show has been widely popular with audiences, and has been well received by the critics community....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
hugh-jackman-award-received-primetime-emmy-award.txt,"...  58th Tony Awards:   Intro The 58th Annual Tony Awards were held June 6, 2004 at Radio City Music Hall and broadcast on CBS television.  Hugh Jackman was the host....",baseline,partial,non-relevant,non-relevant,non-relevant
hugh-jackman-award-received-primetime-emmy-award.txt,"...Other winners were The Curious Case of Benjamin Button  with three awards, The Dark Knight  and Milk  with two awards, and Departures  , The Duchess  , La Maison en Petits Cubes, Man on Wire, The Reader  , Smile Pinki, Toyland  , Vicky Cristina Barcelona, and WALL-E with one.  The telecast garnered almost 37 million viewers in the United States. Winners and nominees The nominees for the 81st Academy Awards were announced on January 22, 2009, at 5:38 nbsp;a. m.  PST   at the Samuel Goldwyn Theater in Beverly Hills, California, by Sid Ganis, president of the Academy, and the actor Forest Whitaker....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
hugh-jackman-award-received-primetime-emmy-award.txt,"...  List of accolades received by House:   Intro |-| colspan=3 | |- style=""background:#d9e8ff;""| style=""text-align:center;"" colspan=""3""|;Total number of wins and nominations|- style=""background:#eef;""| | | |- style=""background:#d9e8ff;""| colspan=""3"" style=""font-size: smaller; text-align:center;"" | Footnotes  |}House  is an American television medical drama that originally ran on the Fox network  for eight seasons, from November 16, 2004 to May 21, 2012....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
hugh-jackman-award-received-primetime-emmy-award.txt,"...  81st Academy Awards:    Ratings and reception:   In July 2009, the ceremony presentation received ten nominations at the 61st Primetime Emmys  .  Two months later, the ceremony won four awards including Outstanding Choreography , Outstanding Original Music and Lyrics   }} , John Kimbrough, Dan Harmon, Rob Schrab, Ben Schwartz), Outstanding Short Form Picture Editing, , and Outstanding Sound Mixing for a Variety Or Music Series Or Special. ...",proposed,non-relevant,non-relevant,non-relevant,non-relevant
hugh-jackman-award-received-primetime-emmy-award.txt,"...The artist earned the Triple Crown of Acting, with singular  acting wins in each of the Emmy, Oscar and Tony awards.   The artist has only won a Daytime Emmy Award, not a Primetime Emmy Award.   Achieved/awarded posthumously. Including non-competitive or special Six other artists nbsp;– Liza Minnelli, James Earl Jones, Barbra Streisand, Alan Menken, Harry Belafonte, and Quincy Jones nbsp;– have also received all four awards, although one of the awards was non-competitive, i. e.  special or honorary in nature ....",baseline_with_expansion,non-relevant,partial,non-relevant,non-relevant
hugh-jackman-award-received-primetime-emmy-award.txt,"...  58th Tony Awards:    Intro:  The 58th Annual Tony Awards were held June 6, 2004 at Radio City Music Hall and broadcast on CBS television.  Hugh Jackman was the host. The Awards telecast won the Creative Arts Primetime Emmy for Outstanding Variety, Music or Comedy Special, and Jackman won the Primetime Emmy Awards for Individual Performance in a Variety or Music Program. ...",proposed,partial,non-relevant,relevant,non-relevant
hugh-jackman-award-received-primetime-emmy-award.txt,"...The acronym EGOT was coined by actor Philip Michael Thomas. Winners of all four awards To date, twelve individuals have won all four awards in competitive categories.   Notes:  The artist subsequently won an additional competitive award .   The artist also received an honorary or non-competitive award .   The artist earned the Triple Crown of Acting, with singular  acting wins in each of the Emmy, Oscar and Tony awards.   The artist has only won a Daytime Emmy Award, not a Primetime Emmy Award....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
hugh-jackman-award-received-primetime-emmy-award.txt,"...  Tom Hooper:    Intro:   Hoopers next film was Les Misérables  , which featured an all-star cast led by Hugh Jackman.  His 2015 film, The Danish Girl  , was nominated for the BAFTA Award for Best British Film.  Hoopers work was nominated for an Emmy Award for Outstanding Directing  for Prime Suspect and John Adams, won one for Elizabeth I, and was nominated for the British Academy  TV Craft Award  for Best Director for Longford....",proposed,non-relevant,non-relevant,non-relevant,non-relevant
hugh-jackman-award-received-primetime-emmy-award.txt,"...Television, the show follows the lives of White House staffers, including the President.  The show starred an ensemble cast who portrayed various staff members of the federal government. The West Wing received 277 award nominations, winning 87 awards.  This includes 95 Primetime Emmy Awards  , 20 Golden Globe Awards  , 20 Screen Actors Guild Awards  , 12 Television Critics Association Awards  , 12 Writers Guild of America Awards   and 8 Directors Guild of America Awards  ....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
